,post,lang,age_group,proximal,medial,distal
133,"내란당은 하나같이 너덜너덜이네요
🐦 🦆 🦅 🕊 🦃",kr,1,2,0,0
134,그 누구냐.뭐만하면 사퇴하세요~그분보단 용의원 머찜!!,kr,1,0,2,0
135,정신이 나갔다고 하는거는 진짜 에바지,kr,1,1,0,0
136,여러분 소리지른다고 멋진거 아닙니다 소리 지르면서 정치한다고 잘하는거 아닙니다 대단한거 아닙니다 소리지른다고 멋져보이고 똑똑하고 정치 잘하는거 아닙니다 소리 않질러도 정치 잘됩니다 소리를 치는것이 아닌 국민들의 말소리에 귀 귀울이고 조용히 묵묵히 국민들 위해 일하며 정치를 보고 또 보며 뒤돌아 보면서 뭐가 진짜 질못된것인지 잘된것인지를 판단하는것이 중요함,kr,1,4,0,0
137,똑순이 용혜인 👍 👍 👍 👍 👍 👍,kr,1,1,0,0
138,임종득. 당신이 정신 나갓구만~~~,kr,1,1,0,0
139,국민의짐당은 어찌전부가저러나~,kr,1,0,0,1
140,"용혜인 의원님 화이팅입니다
당당하신 모습 너무 보기 좋습니다
늘 그렇게 당당하게 활동해 주시고
이번실로 넘 속상해하지 마세요",kr,1,2,1,0
141,내란당. 하나같이 참 부끄러워,kr,1,1,0,0
142,우리 龍의원님 함부로 건들지 마라...그나마 몇개 남은 머리털 온전히 보존할거면...😡😡😡😡😡,kr,1,0,1,0
143,근데 진짜 몇살임 짐작이 안감,kr,1,1,0,0
144,"민주당 답다
앞으로 민주당은 절대 안찍는다
저 건방진거 국민들이 다 보고있다",kr,1,1,0,1
145,임종득위원님 화이팅입니다 👍,kr,1,1,0,0
146,얼마나 그랬으면 소리를 고래고래 지르겠습니까? 얼마나 상스러운소릴 (어리다고/여자라고) 그러했으면 저렇게 하겠습니까요 용혜인님 응원합니다~,kr,1,0,2,1
147,종득이 언제 철 들래?,kr,1,1,0,0
148,용혜인의원 화이팅~~,kr,1,1,0,0
149,"용혜인 의원 화이팅하세요!
화이팅 !",kr,1,2,0,0
150,고함 지르는건 예의 없는것 같긴하네요.. 물론 사과는 해야하지만 차분히 이야기하면 될 상황인데 감정을 조절 하시는게 나을 것 같네요..,kr,1,1,0,0
151,"임종득
저따위가국회의윈이랍니다
ㅋㅋ",kr,1,1,0,1
152,"난용혜인보면 밥맛이 떨어진다
그래서고맙다 돈안들이고 다이어트한다",kr,1,3,1,0
153,"내 딸이 저리 할말은 하고 살길!!
국회의원 중 제대로 일하는 일인!!",kr,1,1,0,1
154,역시 내란의힘 인간들은 정말 답이없다,kr,1,1,0,0
155,용혜인님 힘내세요ㅜㅜ 스트레스가 이만저만이 아니겠네요,kr,1,2,0,1
156,용혜인의원님 화이팅!,kr,1,1,0,0
157,비례대표라도 저런 열정이 있어야죠.여자라고 어리다고 현직 국회의원에게 선 넘으면 안되죠,kr,1,1,0,1
158,임종득 이 얼마 잇음 저새상 가겟내 내생각에 😇😇😇😇,kr,1,1,0,1
159,국회에서도 저런데 밖에서는 얼마나 소리지르고 다닐까,kr,1,0,0,1
160,울 동네 저런 행동.말 아저씨 저런분을 국회로 보낸 지역은 어디에요.,kr,1,0,0,3
161,소리지르시는거 개사이다누,kr,1,1,0,0
162,목소리 너무 좋다 캬 사이다,kr,1,1,0,0
163,명색이 동방예의지국인대 아무리 국회의원이라도 젊은애가 너무하네,kr,1,2,0,0
164,아니 이분 왜 대통령 안나가시는거지..?,kr,1,1,0,0
165,뒤에 아저씨 웃참 하는거 같은데,kr,1,0,0,1
166,혜인아 정말 멋지다 국민을 대표는 이래야지. 계속 초심잃지 말구 최선을 다해주렴👍,kr,1,1,0,0
167,소리좀지르지말고 이야기하자,kr,1,1,0,0
168,나이가 어리다고 무시하면 안된다,kr,1,1,0,0
169,저것도 고함지르는것부터 배웠네 .,kr,1,0,0,1
170,"아!~ 진짜 제발 제대로 된 나라에서 살고 싶습니다!
국회의원든지. 대통령이든 인성이 된 사람좀 뽑아 좀 편하게. 살아봅시다. 제발!~~~~",kr,1,2,0,0
171,"국짐이 불리하니 시간공작하려고
작전 핀거가?
아님 치매할배 연기 하는거가?
임종득이 나이 값 좀 해라 !",kr,1,3,0,0
172,고함지르는건 좀그런데..,kr,1,0,1,0
173,용혜이 목소리 크면 이기는 게 국격인가,kr,1,2,0,0
174,고함지르는건 좀그런데..,kr,1,0,1,0
175,머리 나이따지는 에들은 모야,kr,1,1,0,0
176,용혜이 목소리 크면 이기는 게 국격인가,kr,1,2,0,0
177,용씨는 브모한테도 저럴거 같네.,kr,1,0,0,1
178,용혜인 나이도 어린데 앞머리는 왜 하얗게 염색까지하고 소리지르고 왜저러지?,kr,1,1,0,1
179,다들 지들은 얼마나 대단하길래 저 여자를 욕함,kr,1,0,0,1
180,임종득 저런게 어떻게 국회의원이됐지!,kr,1,1,0,1
181,정우성이냐 뭘 계속 사과하래,kr,1,1,0,0
182,영감쟁이도 잘못했ㄴㅔ 😂😂😂,kr,1,1,0,0
183,임종득이. 입이. 돌았그만,kr,1,2,1,0
184,퇴출이 답이다,kr,1,2,0,0
185,정신 나갔냐 라고 말 한 사람한테 건방지게 대하지… 굳이 가만히 있는 사람한테까지 건방지고 말투 예의없게 하는건 아닌듯,kr,1,1,0,0
186,쟤는 국회의원이니?,kr,1,1,0,0
187,비래대표가 국회의원이여? 휴~~~,kr,1,1,0,0
188,국민의힘은 의원들이 저모양이니 정치가 바로잡겠나요?,kr,1,2,0,1
189,초딩들이 회의 더 잘하겠네,kr,1,1,0,0
190,개인적인 생각으로 용혜인님 진짜 바른분이신것 같음.. 정신 나갔나라는 말을 듣고도 앉아서 호통치시는게 멋진 분이신거 같음..,kr,1,2,0,0
191,윤석열 때문에 이게 뭔 일이야,kr,1,2,0,0
192,"용혜인 의원님! 저 용혜인 의원님이 진짜 멋져요. 저도 용혜인 의원님처럼 속 시원하게 사이다를 하고 싶지만, 그 용기가 안 났어요..그래도 이거를 보면서 진짜 속이 시원하고 사이다라고 생각합니다. 댓글에 다른 사람들이 뭐라 하셨고 신경 쓰지 마시고 좋은 댓글들만 보면서 계속 의원님의 일로 해주세요. 그리고 솔직히 용혜인 의원님이 대통령을 생각합니다!",kr,1,7,3,2
193,뜬금 없지만 저기 나오는 마이크 뭔가요?,kr,1,1,0,1
194,소리 좀 지르지마 국회의원이면 다냐,kr,1,1,0,0
195,국회의원 금쪽이^^,kr,1,1,0,0
196,"저런게 국회의원이라니
한심합니다",kr,1,1,0,1
197,왜 다들 용혜인의원님 싫어하심? 개 좋기만 하는데 이해안감 대통령감임 막말 하지마셈 알지도 못하면서,kr,1,1,0,0
198,어떻게 저런 게 의원이 됬는지 세금이 아깝다 아까위 용해인 제발 안봤으면 좋겠네요~,kr,1,2,0,1
199,용해인잘한다! 킅까지힘내세요~~~ 화이팅!!!,kr,1,1,0,0
200,임종득이나 강선영은 선을 넘네??나이먹은게 무슨 유세야????미친..😡😡😡😡,kr,1,2,0,0
201,용해인잘한다! 킅까지힘내세요~~~ 화이팅!!!,kr,1,1,0,0
202,댓글들이 ㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
203,정치도 모르는 잼민이들 조용히 보고있기만 해요,kr,1,1,0,0
204,진짜 저런 작자가 국회의원이라니!!!😳😳😳,kr,1,1,0,1
205,임종이 멀지 않았네,kr,1,1,0,0
206,누가 저런 자리에서 정신 나갔냐라는 표현을 쓰냐..,kr,1,0,0,1
207,"세상참ㆍ가관이다ㆍ
대한민국이 어쩌다가ㆍ",kr,1,2,0,0
208,"관상은 과학이다 정권 잡으면 반드시
채해병 사건 철저히 수사하고 죄값을 물어야 합니다",kr,1,1,0,1
209,나이든 사람은 해도되고 젊은사람은 하면 안되나?,kr,1,1,0,0
210,"나이 어린 정치 선배다. 나이 대접은 받고 싶고, 선배 대접은 하기 싫지.",kr,1,2,0,0
211,국힘당 한마디로 정신못차리는 당이네,kr,1,1,0,0
212,난절은사람이참똑똑하고야무지네요 어리다고 말 함부로하지 마세요,kr,1,1,0,0
213,용혜인 의원님 힘내시길 바랍니다 사람보고 정신이 나갔나라고 하는건 정말 화날수 있는일이죠,kr,1,2,0,0
214,하나같이 한결같다!!!국짐은~,kr,1,1,0,0
215,"임종득 이사람이 말을 함부로 잘 하더라구요
임종득 퇴출 나이값좀 허지",kr,1,3,0,0
216,사과 할 마음 없으면 퇴출합니다. 사이다,kr,1,1,0,0
217,용혜인 의원님 화이팅!,kr,1,1,0,0
218,왜 다들 용혜인의원님 싫어하심? 개 좋기만 하는데 이해안감 대통령감임 막말 하지마셈 알지도 못하면서,kr,1,1,0,0
219,이따위가 의운,kr,1,1,0,0
220,임종득 저런사람 누가 뽑았어 기본도 없는 사람을,kr,1,0,0,1
221,"같지않습니다.
기본도 안되는 사람이 국회의원이라니
4년짜리가 겁도 없습니다.
퇴출이 아니라 일본으로 가라.",kr,1,3,0,0
222,속이 시원한네,kr,1,1,0,0
223,무슨 국회가 시장판처럼 싸우는지?요즘 시장판 사람들도 저리 싸우지 않아요,kr,1,0,0,1
224,"굿짐당은 이게
정상입니다 ㅋㅋㅋ",kr,1,1,0,0
225,용혜인화이팅,kr,1,1,0,0
226,용혜인의원 속이 뻥~~뚤리네 민주당 정말 똑똑한 인재들 많네~화이팅!!!,kr,1,2,0,0
227,"국민의힘 의원들은 인격이나 정서적으로 분명히 하자가 있는 사람들이라 현 정부가 이모양 이꼴됐습니다
국민들이라도 정신 차려야 합니다",kr,1,5,0,0
228,정치인이고 뭐고를 떠나서 저렇게 당당한게 좋은것 같다,kr,1,1,0,1
229,용혜인 의원님 앞으로도 쭉 그렇게 당당하게 정치해 주세요 항상 응원합니다.,kr,1,0,1,0
230,저급한 임종득입니다.,kr,1,0,0,1
231,멋지다 용의원님 항상 화이팅 하십시요.,kr,1,1,0,0
232,이번엔 임종득이 잘못한듯,kr,1,2,0,0
233,나도 저러면 소리질르것같은데..,kr,1,0,0,1
234,옛 말이 하나도 틀린게 없다 집구석에 계집이 떠들면은 그 집구석은 망하는 거야,kr,1,2,1,0
235,용혜인 의원이 대통령 하시면 저도 한표,kr,1,1,0,1
236,아이고 고생하셨어요 용혜인 의원 우리나라의 질서를 무너뜨리는 반동분자들을 척결 해주세요!,kr,1,1,0,0
237,멋지십니다! 화이팅,kr,1,1,0,0
238,용혜인의원님이 대통령이 되면 공산당이 되긴하지만 윤석열같은 계엄쟁이보단 대통령되는게 좋을거같아요,kr,1,4,0,0
239,용혜인님 꼭 대통령이 되었으면 좋겠습니다💕,kr,1,1,0,0
240,용혜인 화이팅,kr,1,1,0,0
241,용해인 화이팅입니다 응원합니다,kr,1,1,0,0
242,용혜인 화이팅,kr,1,1,0,0
243,세월호 선동해서 성공해서 어린나이에 민주당국회의원,kr,1,1,0,0
244,"※🔥메시아께서오십니다,지구의시간이 끝났습니다.하나님을두려워하라.곧,7년 대환난이옵니다.빨리회개하고 죄와악을 완전히 떠나고 선한양심과 의로움과 거룩함으로 거듭나서 천국으로 들어가십시요...유튜브,트위터,(엘리야의외침)검색.time is over.Jesus is coming.youtube search ''Repent & Prepare the way''",kr,1,2,0,0
245,나이도 어린것이 공항가서 국회의원이라고 특별대우 요구한것이 정신안나갔냐,kr,1,4,0,0
246,"나라에 정말 필요한 분 판별 못하고..
이상한 댓글 다는 사람들은 관종이라 그런거 겠죠? 진심아닌 처벌 받지 않는 촉법 잼민이겠죠
제발 사회부적응자 티내지말고 법으로 익명 없어졌으면 좋겠네요",kr,1,3,1,0
247,"임종득 참 가지가지한다
인상은 과학이라하던데..
참 불쌍타
지역구가 어딘가요?
어찌 저런자가 국회의원이라니..
똥고집 극우옹호 내란죄찬성
당신은 정치권에서 다시뽈을 안보게될껴",kr,1,2,0,1
248,"노인을위한나라는없다.
대한민국에만 존재한다.
존경받을짓을못하는 저런인간들때문에",kr,1,0,0,1
249,아니 그냥 궁금해서 물어보는건데 댓글 상태가 저 사람이 대통령이 됐으면 좋겠다고 하는 사람이랑 저 사람 싫다는 사람이 나뉘고 있는데 누구 말이 맞는거임?,kr,1,5,1,2
250,그니까여사과하세요,kr,1,0,1,0
251,"임종득 정신나간인간이네
저것도 임종이 가깝네..
쓰레기들 치워버리세요",kr,1,2,0,1
252,당당하게 말씀하시는 모습이 너무 좋아요!!,kr,1,1,0,0
253,하찮은것이 감히,kr,1,1,0,0
254,종득이 칠득이🤣,kr,1,2,0,0
255,임종득이 니가 정신이 나갔네 쌍판은 심술이 덕지덕지 붙었네,kr,1,3,0,0
256,용혜인님 힘내세요ㅜㅜ 스트레스가 이만저만이 아니겠네요,kr,1,2,0,1
257,하나같이 한결같다!!!국짐은~,kr,1,1,0,0
258,저런사람들이 정치한다고 앉아있는것 보니…,kr,1,1,0,1
259,예전에 한나라당이 해산시켜버린 당이있었지... 국힘은 그때를 생각하고 알아서 사라져라~,kr,1,2,1,0
260,"임종득 사과해!! 미친놈이냐 라고하면 좋겠냐?
어디라고 그런말해!!!",kr,1,1,1,0
261,노인네 막가는 막가파네.저런사람이 국회의원 자격이 있냐.,kr,1,2,0,1
262,맞는말이구만ㅋㅋㅋㄱㅋ,kr,1,1,0,0
263,소름 이상민 웃고있어 ㅋㅋㅋ,kr,1,1,0,0
264,종득이 머리도 나가고 정신도 나가고ㅋㅋ,kr,1,1,0,0
265,저런 기본인성도 안된놈..퇴출해라,kr,1,0,0,1
266,"굿짐당은 이게
정상입니다 ㅋㅋㅋ",kr,1,1,0,0
267,종득아 나이를 어디로 먹었냐 ㅋㅋㅋ 쩍 팔려서 어쩌냐,kr,1,1,0,0
268,가시네가 저렇게 똑하넹,kr,1,0,0,1
269,할말이있고 안할말지있지..😞,kr,1,1,0,0
270,화이팅😏,kr,1,1,0,0
271,용 의원님 화이팅~!!! 저런 무례한 의원들에게는 예의따윈 보일 필요가 없습니다.,kr,1,1,0,1
272,용혜인님이 대통령 되셔야 하는데...,kr,1,1,0,0
273,하..빼액빼액 아지메 제발 집가서 밥이나 하소,kr,1,1,0,0
274,용혜인 의원님 화이팅!!,kr,1,1,0,0
275,용혜인님 저희 대한민국을 위해 이렇게 나셔주셔서 감사합니다ㅎ,kr,1,1,0,1
276,임종득 의원이 정신이 나갔네 용혜인 의원님 화이팅 멋지십니다🥰🥰🥰,kr,1,3,0,0
277,진짜 화이팅하세요..!!,kr,1,1,0,0
278,용혜인 잘한다 화이팅,kr,1,1,0,0
279,임종득이 정신나갔네.,kr,1,1,0,0
280,용혜임 의원 정말 말씀 속시원하게 잘하시내요. 대통령 하시도. 손색이 없겠어요. 응원함니다,kr,1,1,0,0
281,화이팅~!!! 용혜인 의원님 응원합니다 ❤️💕,kr,1,1,0,0
282,용혜인님이 제일 정직하고 믿음직함👍,kr,1,1,0,0
283,역시똑똑한여자.오늘부터팬이됐습니다.의원님🥰,kr,1,1,0,0
284,여긴 대체로 빨간색이네😁,kr,1,1,0,0
285,용혜인 파이팅,kr,1,1,0,0
286,할거면 용혜인의원이 진짜ㄹㅈㄷ임 대통령 해야됌,kr,1,1,0,0
287,그니깐 국회도 정신나간국회들찾아서 물관리해야해요!! 공무원들도 다 바꿔야해요^^!,kr,1,0,1,0
288,똑순이^^,kr,1,1,0,0
289,"잘못했으면 사과를해야지~~ 여자가 더능력이있으면 대통령도할수있고
검찰총장도할수있다",kr,1,1,0,0
290,나도 혜인이 테크트리나 탈까?,kr,1,1,0,0
291,퇴출이 답이네 ㅡㅡ,kr,1,2,0,0
292,용혜인 의원님이 젤 정상임ㄹㅇ,kr,1,1,0,0
293,용해인 화이팅,kr,1,1,0,0
294,종득이 정신 나간놈 이라 그래,kr,1,2,1,0
295,임종득?깜도 아닌게 국회의원이라니 개가 웃는다,kr,1,1,0,0
296,용혜인 의원이 대통령을 해야함...;;;;,kr,1,1,0,0
297,임종득이 정신나갔네.,kr,1,1,0,0
298,당이다,kr,1,1,0,0
299,용혜인 의원님 화이팅~🥰,kr,1,1,0,0
300,용혜인 의원이 대통령을 해야함...;;;;,kr,1,1,0,0
301,용혜인이 짱이다,kr,1,2,0,0
302,국짐은 용혜인 반만이라도 일좀해라ㅋㅋ,kr,1,1,0,0
303,ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ 사이다내 퇴출,kr,1,1,0,0
304,국짐은 용혜인 반만이라도 일좀해라ㅋㅋ,kr,1,1,0,0
305,용혜인 의원이 대통령을 해야함...;;;;,kr,1,1,0,0
306,용혜인 의원이 대통령을 해야함...;;;;,kr,1,1,0,0
307,용혜인 의원이 대통령을 해야함...;;;;,kr,1,1,0,0
308,용혜인 의원 화이팅 🥰🥰🥰🥰🥰🥰🥰,kr,1,1,0,0
309,쫀득이 😁,kr,1,1,0,0
310,용혜인 화이팅,kr,1,1,0,0
311,저급한 임종득입니다.,kr,1,0,0,1
312,용혜인 나오는 곳마다 왜이리 다 시끄러운 일만 있는거야,kr,1,1,0,0
313,"그렇케 말했어요!
다들었엉",kr,1,0,1,0
314,"용혜인
화이팅!",kr,1,1,0,0
315,건너편에 장관 웃고 있네요.. 기가 막히는 일이네요..,kr,1,1,0,0
316,아이고 ~~~~~~~~~~🥺🥺🥺🥺🥺조용히,kr,1,1,0,0
317,임종득 무식한 것. 저런게 국짐의 국회의원 수준. 이정도면 국짐은 쓰레기 하치장😳😳😳,kr,1,1,0,1
318,이해를 할수가 없다..이 정치..,kr,1,2,0,0
319,용혜인님이 미래에대통령으로 🥰🥰,kr,1,1,0,0
320,저거 빽빽대는거 너무시름 예의는 밥말어처먹었나,kr,1,0,0,1
